sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-68.83459021384601,1.7728210208029382e-08,7479009.5,19641.505859375,0.25,100,0.8
1,-67.17771750077293,-2.379734385430317e-08,5214860.0,19776.125,0.25,100,0.8
2,-70.06012771798851,-2.8359392504672084e-09,9451726.0,19613.130859375,0.25,100,0.8
3,-67.78774366566157,-7.037718741024028e-09,5548064.5,19930.455078125,0.25,100,0.8
4,-68.89983940499653,-3.811838858238682e-09,7649577.0,19833.744140625,0.25,100,0.8
5,-68.20909663944798,-9.692323123476528e-09,6123166.0,19661.625,0.25,100,0.8
6,-69.48600248250357,-7.1788418512968175e-09,7270963.5,20239.923828125,0.25,100,0.8
7,-67.35616566162517,4.783797286891096e-09,5385535.0,20139.509765625,0.25,100,0.8
8,-67.74511219343475,3.062172405990858e-09,5899385.0,19858.51953125,0.25,100,0.8
9,-69.17406232848936,-2.468581936513882e-08,8152880.0,19893.2109375,0.25,100,0.8
