sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,30.469521735373966,0.9205147020328479,0.00087787548545748,0.02531377598643303,0.5,0.6,100
1,31.953410856124997,0.898581618225919,0.0006369858747348189,0.028232339769601822,0.5,0.6,100
2,30.074670968747334,0.953091625750384,0.0009162864298559725,0.02160075679421425,0.5,0.6,100
3,34.15898246719727,0.9726447871164394,0.00035437973565422,0.0205680001527071,0.5,0.6,100
4,29.623799719847735,0.954804040975984,0.0010746660409495234,0.022256862372159958,0.5,0.6,100
5,32.88583001739026,0.956050242171445,0.0004758646246045828,0.02728862874209881,0.5,0.6,100
6,33.331493439194205,0.9768201470590351,0.00038005143869668245,0.019351776689291,0.5,0.6,100
7,34.1898389129224,0.9330676522940182,0.0003772492927964777,0.02538258396089077,0.5,0.6,100
8,31.769088386376975,0.9318321717920318,0.000659761019051075,0.024777518585324287,0.5,0.6,100
9,35.22006447905953,0.9707745914150441,0.0002964137529488653,0.022462831810116768,0.5,0.6,100
