sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,26.1253633028625,0.61402212583433,0.002386979991570115,0.08215547353029251,0.25,0.4,100
1,31.458899982906672,0.8156670276133269,0.000713807181455195,0.06088874861598015,0.25,0.4,100
2,26.939360879042642,0.5406633780377036,0.0018860893324017525,0.06884412467479706,0.25,0.4,100
3,29.980177092809782,0.6991216748303151,0.0009275758638978004,0.06874770671129227,0.25,0.4,100
4,21.249698841930478,0.535427977401805,0.007390666287392378,0.06991443783044815,0.25,0.4,100
5,27.84374254648029,0.6811904526787538,0.0015194700099527836,0.06964711844921112,0.25,0.4,100
6,27.908772119947418,0.6518208152019602,0.001324690761975944,0.0724189430475235,0.25,0.4,100
7,27.034634792795792,0.5965940934448273,0.001959515968337655,0.06827487796545029,0.25,0.4,100
8,31.1354039423853,0.752776171473865,0.0007634051726199687,0.06363868713378906,0.25,0.4,100
9,28.593417740341547,0.7458465535912597,0.0013632107293233275,0.07298589497804642,0.25,0.4,100
