sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,25.920409470974075,0.8938236562616861,0.0025023273192346096,0.022800849750638008,0.7,0.9,5,1e-09,0.0046415888336127,True
1,23.52186799892595,0.8715374389684003,0.004438989330083132,0.029869748279452324,0.7,0.9,5,1e-09,0.0215443469003188,True
2,30.246763307403683,0.9465251507399022,0.000880687846802175,0.016798989847302437,0.7,0.9,5,1e-09,0.0004641588833612,True
3,30.73794114984694,0.9152760560998175,0.0007790637901052833,0.024219948798418045,0.7,0.9,5,1e-09,0.0215443469003188,True
4,27.567598336468304,0.9392446539642518,0.0017254154663532972,0.02033385820686817,0.7,0.9,5,1e-09,0.0021544346900318,True
5,28.438020676010506,0.9308562370380473,0.0013251478085294366,0.02462315373122692,0.7,0.9,5,1e-09,0.01,True
6,25.23461122851537,0.8863494464703735,0.00245205732062459,0.032735202461481094,0.7,0.9,5,1e-09,0.001,True
7,38.30972818592099,0.9769749301106077,0.00014609638310503215,0.010712678544223309,0.7,0.9,5,1e-09,0.01,True
8,24.326144031014838,0.8760279283634895,0.003661686321720481,0.025845225900411606,0.7,0.9,5,1e-09,0.001,True
9,18.670641273145456,0.6919730890202154,0.013391852378845215,0.042146503925323486,0.7,0.9,5,1e-09,0.01,True
10,24.084562063930438,0.9254844310329179,0.003858485259115696,0.04395754635334015,0.7,0.9,5,1e-09,0.0021544346900318,True
11,31.10150162449493,0.9111756310789578,0.0007748464122414589,0.02588183805346489,0.7,0.9,5,1e-09,0.0464158883361277,True
12,26.5849106372934,0.9093044481602555,0.0021804338321089745,0.01732032373547554,0.7,0.9,5,1e-09,0.0046415888336127,True
13,27.251205789682356,0.9116666240519599,0.001877488917671144,0.025860510766506195,0.7,0.9,5,1e-09,0.01,True
14,32.86198864082507,0.9361638747716958,0.0005167031195014715,0.025356529280543327,0.7,0.9,5,1e-09,0.0004641588833612,True
15,29.369334439044156,0.9409990869731603,0.001154408440925181,0.016821689903736115,0.7,0.9,5,1e-09,0.01,True
16,36.88490986629621,0.9705011517855159,0.00020421133376657963,0.020498001947999,0.7,0.9,5,1e-09,0.0215443469003188,True
17,32.52111108571659,0.9657848099221632,0.0005590239888988435,0.020362544804811478,0.7,0.9,5,1e-09,0.0215443469003188,True
18,27.930069243532152,0.9112322383235383,0.0015542933251708746,0.02584504522383213,0.7,0.9,5,1e-09,0.01,True
19,27.597298611534885,0.9223498860597553,0.0016809342196211219,0.022887585684657097,0.7,0.9,5,1e-09,0.0046415888336127,True
20,24.795248758222375,0.7878783879652899,0.0028364364989101887,0.039637546986341476,0.7,0.9,5,1e-09,0.01,True
21,36.237067289035515,0.9853930383828402,0.0002375862532062456,0.012967304326593876,0.7,0.9,5,1e-09,0.0215443469003188,True
22,28.331543456807545,0.933927738452782,0.0014404772082343698,0.03631554916501045,0.7,0.9,5,1e-09,0.0004641588833612,True
23,32.18988091305853,0.9178364162551483,0.0006027843919582665,0.02601923979818821,0.7,0.9,5,1e-09,0.0215443469003188,True
24,29.089815755371,0.9259676802576634,0.0012280885130167007,0.02908051200211048,0.7,0.9,5,1e-09,0.0002154434690031,True
