sample_idx,sigma_y_tomo,procedure,scale,alpha_norm,sigma_used,reg_param,alpha_init,reg_fct_type,sampling_param,best_anis_param,best_anis_idx,ula_samples,time_ula,psnr_map,ssim_map,mse_map,psnr_mean,ssim_mean,mse_mean,post_std_mean
700,1.0,True,533.0568431190343,661.9217154293256,0.5028467739748004,0.1,0.01,anisotropic,0.0125,0.046415888336127774,8,100000,95.10437631607056,35.750433175226,0.9850701931874324,74.92097255662996,35.02566905478957,0.9841609743975026,88.52782989978047,15.048620471474253
701,1.0,True,52.771713285604484,60.482702035295,0.6943632487871041,0.1,0.01,anisotropic,0.0125,0.004641588833612777,5,100000,95.19071412086487,30.447663709023086,0.9144784701591281,2.249907939109457,30.75863462434752,0.9421621767319721,2.0944387129464612,1.778410792043597
702,1.0,True,337.2676739157267,513.2998737994246,0.5329504254550054,0.1,0.01,anisotropic,0.0125,0.046415888336127774,8,100000,95.99404239654541,27.766288895672705,0.8970688239520233,188.97371302175412,27.618529397721048,0.9186207410149759,195.51376821125785,13.084875188021595
703,1.0,True,135.28026226203528,139.6814129652517,0.8522976919580629,0.1,0.01,anisotropic,0.0125,0.004641588833612777,5,100000,95.30726313591003,30.061581939332335,0.8963223422855472,17.814109713505314,30.956226915738508,0.9313443775326625,14.497717238529294,4.49667247756484
704,1.0,True,64.31159550229498,52.8979737895058,0.9989013116148754,0.1,0.01,anisotropic,0.0125,0.004641588833612777,5,100000,95.75066423416138,32.09642638572306,0.9364619778068771,2.4795089244756268,31.981576816790536,0.9415013490721459,2.54595446938781,1.5729375603087519
705,1.0,True,989.9702721575553,975.3017875589172,0.9915900239286491,0.1,0.01,anisotropic,0.0125,0.046415888336127774,8,100000,96.24810361862183,35.605383756864605,0.9781845394053134,268.57363405756604,35.69154354531834,0.9862649083370553,263.29790090131905,23.14756802756622
706,1.0,True,323.03149112974825,161.2173408487992,1.6541017055009324,0.1,0.01,anisotropic,0.0125,0.002154434690031882,4,100000,96.69495129585266,35.0976749918684,0.9248716789960586,29.037175020122728,35.18539917539107,0.9440252443376935,28.456530195131066,7.933880567736572
707,1.0,True,810.0645714087802,1151.2452198987985,0.5280048335131718,0.1,0.01,anisotropic,0.0125,0.046415888336127774,8,100000,95.82727026939392,27.53951268620967,0.8937452473079144,1154.0345613715454,27.774826338257526,0.9301902904061715,1093.1693591515116,33.669122549162424
708,1.0,True,255.3860141090001,216.7339958164921,0.981621053195872,0.1,0.01,anisotropic,0.0125,0.004641588833612777,5,100000,95.63941717147827,31.845611344239174,0.9456193385267053,35.361576417090774,31.30049106093686,0.9613746390684921,40.09070061393631,6.335941577341954
709,1.0,True,681.8212195017053,724.4952583124158,0.658425423531924,0.1,0.01,anisotropic,0.0125,0.21544346900318823,10,100000,95.98646402359009,33.91921865335475,0.953887728533149,188.4162660680807,34.40316583808454,0.9785804485651152,168.5480275283236,20.086304573789786
710,1.0,True,760.4676320297968,532.1218571802997,1.1645824720519444,0.1,0.01,anisotropic,0.0125,0.002154434690031882,4,100000,95.89656400680542,29.727196841386046,0.9229868303068566,607.5472967640446,29.343246635966867,0.9434822802554583,663.7050366611695,18.03776531264708
711,1.0,True,596.0431018672365,917.4728647805536,0.4202169953848725,0.1,0.01,anisotropic,0.0125,0.01,6,100000,95.5366542339325,31.092858424854136,0.9182091646150418,270.20619690412497,29.043018768986247,0.8811502356118187,433.1908457608712,26.661197310938842
712,1.0,True,472.1046123616082,505.18630879419004,0.5940899329649577,0.1,0.01,anisotropic,0.0125,0.21544346900318823,10,100000,95.26000928878784,32.63534460274257,0.9779424632675865,121.38530333242784,32.30746811525633,0.9775034310090743,130.9042529785988,12.963721929113452
713,1.0,True,412.42907323312124,262.6667741414897,1.195039837692945,0.1,0.01,anisotropic,0.0125,0.004641588833612777,5,100000,95.21241283416748,29.60586595165133,0.9018283584016559,166.45027884061346,29.670423303303032,0.921555916947043,163.9943145238002,8.986610260703493
714,1.0,True,349.5193982764523,355.31579857911794,0.7193259610797028,0.1,0.01,anisotropic,0.0125,0.046415888336127774,8,100000,95.60234904289246,35.88918558439032,0.9736469321058007,31.472796554372938,35.577651524788685,0.9772566057817167,33.813392080791544,9.602836758978908
715,1.0,True,929.599615103578,836.8806672978405,0.8886055137938657,0.1,0.01,anisotropic,0.0125,0.021544346900318822,7,100000,94.70261693000793,33.73054884560594,0.9390879559397609,365.94214516812133,34.50094058687226,0.9609508329380048,306.4596176989683,26.482561710965193
716,1.0,True,830.7887883799414,749.0159709317967,0.9759742920565391,0.1,0.01,anisotropic,0.0125,0.01,6,100000,95.17070722579956,32.13980352475409,0.9613193073408163,420.1616698850604,32.590121113347166,0.9768737911744979,378.7779346095594,23.19002066720083
717,1.0,True,965.0618837558461,1009.5503186971515,0.8286089085807694,0.1,0.01,anisotropic,0.0125,0.046415888336127774,8,100000,95.11946225166321,36.13013668220003,0.9707822307219903,227.01287026120698,36.30067248035883,0.9820437062258878,218.27143313123378,28.905919299064603
718,1.0,True,125.17292626205918,272.0124580296407,0.3531711656608688,0.1,0.01,anisotropic,0.0125,0.21544346900318823,10,100000,94.67728543281555,30.505460172258022,0.9360218147877796,13.92572663135199,29.850899357720998,0.947981366204369,16.19101022191767,5.7858857414002784
719,1.0,True,731.1366077284406,764.2489843563459,0.6798116282532386,0.1,0.01,anisotropic,0.0125,0.1,9,100000,95.18879532814026,35.324099533794524,0.9805369405428879,156.61542344223201,35.685368919833735,0.9879919588067246,144.11447050359808,18.743935157046806
720,1.0,True,938.4021163642168,840.410627952479,0.9562801447028946,0.1,0.01,anisotropic,0.0125,0.002154434690031882,4,100000,95.84900784492493,28.617265759222477,0.9266019457084815,1205.2490531763726,28.01178011873123,0.9321440775943123,1385.5600826530535,28.804820426497475
