sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,alpha,scaling,clip,lambda_,zeta
0,25.295045639350842,0.889123205198249,0.0028898848686367273,0.021055391058325768,0.5,1.0,1.0,True,25,0.8
1,22.427168151565276,0.8093832643878991,0.0057115512900054455,0.03098304197192192,0.5,1.0,1.0,True,25,0.8
2,28.80415688806488,0.9098756488942014,0.0012276729103177786,0.0190321933478117,0.5,1.0,1.0,True,25,0.8
3,29.467753896472498,0.9006092832784166,0.0010437385644763708,0.026315482333302498,0.5,1.0,1.0,True,25,0.8
4,29.227230525961808,0.9499769717131975,0.0011774174636229873,0.021729033440351486,0.5,1.0,1.0,True,25,0.8
5,26.383347684152938,0.8963461226218556,0.002126824576407671,0.027187729254364967,0.5,1.0,1.0,True,25,0.8
6,21.065029741273612,0.7863718920816947,0.006404551677405834,0.035750970244407654,0.5,1.0,1.0,True,25,0.8
7,35.15901961396717,0.9687728397586644,0.0003017938288394362,0.014868708327412605,0.5,1.0,1.0,True,25,0.8
8,23.971298671835505,0.8447296756491021,0.0039734304882586,0.030666405335068703,0.5,1.0,1.0,True,25,0.8
9,17.945461829795896,0.6755590999730352,0.01582554168999195,0.04154257848858833,0.5,1.0,1.0,True,25,0.8
10,21.60355478382785,0.8850491680040127,0.006831523962318897,0.05217980220913887,0.5,1.0,1.0,True,25,0.8
11,33.13263343920824,0.9431798045049634,0.00048540293937548995,0.026319097727537155,0.5,1.0,1.0,True,25,0.8
12,28.869149878197323,0.934937103733159,0.0012886024778708816,0.01974807120859623,0.5,1.0,1.0,True,25,0.8
13,27.600398327383125,0.8876017438395812,0.001732439617626369,0.028888840228319168,0.5,1.0,1.0,True,25,0.8
14,34.389318668307425,0.956380777130186,0.0003635030589066446,0.02462206780910492,0.5,1.0,1.0,True,25,0.8
15,26.403742876801765,0.9115025507530314,0.002285170601680875,0.022762266919016838,0.5,1.0,1.0,True,25,0.8
16,37.325663426389205,0.9752765763377995,0.00018450345669407398,0.020991280674934387,0.5,1.0,1.0,True,25,0.8
17,35.75721218332943,0.9497675278499892,0.00026535073993727565,0.022355133667588234,0.5,1.0,1.0,True,25,0.8
18,28.882544861911256,0.9233297617233553,0.0012482034508138895,0.023930024355649948,0.5,1.0,1.0,True,25,0.8
19,28.05728776172364,0.9268131422786469,0.0015120002208277583,0.024749450385570526,0.5,1.0,1.0,True,25,0.8
20,25.71981665086277,0.7886269063507344,0.0022925366647541523,0.0441138818860054,0.5,1.0,1.0,True,25,0.8
21,37.30807588337454,0.9806738308062863,0.00018566091603133827,0.015880299732089043,0.5,1.0,1.0,True,25,0.8
22,27.134372975561092,0.9001273402504015,0.0018976819701492786,0.04557308927178383,0.5,1.0,1.0,True,25,0.8
23,32.65827681729459,0.9226547910825141,0.0005411559250205755,0.02224547788500786,0.5,1.0,1.0,True,25,0.8
24,30.46267045152016,0.9241212147554254,0.000895249773748219,0.02741294354200363,0.5,1.0,1.0,True,25,0.8
25,30.66013303564913,0.9265156788415092,0.0008548087207600474,0.017520196735858917,0.5,1.0,1.0,True,25,0.8
26,27.35779182382764,0.86335704778246,0.0015305853448808193,0.028131218627095222,0.5,1.0,1.0,True,25,0.8
27,30.450380442015327,0.9486060985916662,0.0009004175662994385,0.020236490294337273,0.5,1.0,1.0,True,25,0.8
28,26.405078857700435,0.8262175415933583,0.001996476436033845,0.033907972276210785,0.5,1.0,1.0,True,25,0.8
29,32.34589688385992,0.9809975167207796,0.00058195018209517,0.01138797216117382,0.5,1.0,1.0,True,25,0.8
30,21.801530728630492,0.8815627076600123,0.006594547536224127,0.02297326736152172,0.5,1.0,1.0,True,25,0.8
31,16.790727612349922,0.690484939100382,0.0207386277616024,0.038042545318603516,0.5,1.0,1.0,True,25,0.8
