sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,alpha,scaling
0,35.658538065339386,0.9719291908053299,0.00026578549295663834,0.012975138612091541,0.25,1.0,1.0
1,39.90766759343315,0.9830652578542599,0.00010202441626461223,0.010689996182918549,0.25,1.0,1.0
2,32.18921266860782,0.9755432354738038,0.0005630890955217183,0.009281929582357407,0.25,1.0,1.0
3,35.25486771914464,0.9765268112114709,0.0002753470034804195,0.008498942479491234,0.25,1.0,1.0
4,37.744503801842704,0.9921183181374926,0.00016565444821026176,0.008699403144419193,0.25,1.0,1.0
5,39.00185540536154,0.9903347844986478,0.00011638068099273369,0.008672439493238926,0.25,1.0,1.0
6,36.385188352193246,0.9829364502177765,0.00018813642964232713,0.008206605911254883,0.25,1.0,1.0
7,37.132278054035396,0.9686915964134214,0.00019159515795763582,0.0072534410282969475,0.25,1.0,1.0
8,38.411352666293574,0.9837249670911992,0.00014294212451204658,0.011008822359144688,0.25,1.0,1.0
9,35.11355880154341,0.9752170218095199,0.00030377283110283315,0.011298737488687038,0.25,1.0,1.0
10,36.97426912191693,0.991603496873711,0.00019835637067444623,0.01004058588296175,0.25,1.0,1.0
11,45.635950006981346,0.9964128875387958,2.72753786703106e-05,0.007584930397570133,0.25,1.0,1.0
12,41.160565342208784,0.9959084815715735,7.60286784498021e-05,0.009246294386684895,0.25,1.0,1.0
13,40.92233903907207,0.9864098840730479,8.062395500019193e-05,0.009594500996172428,0.25,1.0,1.0
14,44.75485044447106,0.9949191258941519,3.341603223816492e-05,0.007311628665775061,0.25,1.0,1.0
15,41.52276073309306,0.9749144469498358,7.03099649399519e-05,0.007078701630234718,0.25,1.0,1.0
16,43.12768962470184,0.9872248998244357,4.850671029998921e-05,0.007498587016016245,0.25,1.0,1.0
17,45.84687450897269,0.9940167824027462,2.599286199256312e-05,0.007615591865032911,0.25,1.0,1.0
18,39.14957081215785,0.9932312648916393,0.00011737694876501337,0.008238535374403,0.25,1.0,1.0
19,38.3856902869065,0.9780287751687693,0.0001401882473146543,0.00990332756191492,0.25,1.0,1.0
20,34.11500798239598,0.9702663569412241,0.00033173942938447,0.011259478516876698,0.25,1.0,1.0
21,48.181955634905194,0.9979261822529498,1.5182123206614051e-05,0.006741686258465052,0.25,1.0,1.0
22,41.03127747011197,0.9957773895670878,7.736294355709106e-05,0.008393784053623676,0.25,1.0,1.0
23,39.57307866394295,0.9703227241357291,0.00011011390597559512,0.007937555201351643,0.25,1.0,1.0
24,43.47475561983457,0.9955848317181978,4.4744090700987726e-05,0.009477955289185047,0.25,1.0,1.0
25,39.59447483110385,0.9860379298220477,0.0001092533566406928,0.006378733552992344,0.25,1.0,1.0
26,42.027023362924865,0.9945400118427995,5.2231724112061784e-05,0.009100830182433128,0.25,1.0,1.0
27,44.149450562314,0.9917582195517448,3.841819489025511e-05,0.007420169655233622,0.25,1.0,1.0
28,36.113857003481996,0.9875440916778871,0.00021349434973672032,0.010367924347519875,0.25,1.0,1.0
29,44.393520093101586,0.997475024193556,3.631813160609454e-05,0.006915662437677383,0.25,1.0,1.0
30,43.722679120762706,0.9860212713080171,4.237114262650721e-05,0.007557492237538099,0.25,1.0,1.0
31,39.65713654605544,0.9852763667502763,0.0001071862643584609,0.010526929050683975,0.25,1.0,1.0
32,41.84039857917629,0.9870817160889337,6.53878232697025e-05,0.008266952820122242,0.25,1.0,1.0
33,40.81208472589758,0.988593049924071,8.28688353067264e-05,0.008059680461883545,0.25,1.0,1.0
34,43.101462174118936,0.989415354649964,4.8888738092500716e-05,0.006533055100589991,0.25,1.0,1.0
35,36.85278411117873,0.9770186134874513,0.0002061326667899266,0.010291580110788345,0.25,1.0,1.0
36,37.055043221220544,0.9576732330908471,0.00019299618725199252,0.008817807771265507,0.25,1.0,1.0
37,42.17940345042271,0.989227194888796,6.028167263139039e-05,0.008960334584116936,0.25,1.0,1.0
38,36.45309608642416,0.9823112034760761,0.00022385134070646018,0.00931877363473177,0.25,1.0,1.0
39,41.34431557263731,0.9962573461426792,7.290904613910243e-05,0.009946323931217194,0.25,1.0,1.0
40,41.9477227229586,0.9890430900888177,6.37604171060957e-05,0.006777971051633358,0.25,1.0,1.0
41,40.7131218956799,0.9918914967830705,8.437142969341949e-05,0.010426283814013004,0.25,1.0,1.0
42,41.154874105969974,0.9785502038596215,7.61153714847751e-05,0.008774984627962112,0.25,1.0,1.0
43,41.110735335256194,0.9770080663563666,7.727411139057949e-05,0.00821878295391798,0.25,1.0,1.0
44,36.31474691607106,0.9854235767364748,0.0002260822366224602,0.010554632171988487,0.25,1.0,1.0
45,40.18711275447819,0.9804411576628316,9.317736112279817e-05,0.007349633611738682,0.25,1.0,1.0
46,39.83822684660653,0.9902788526594823,0.00010064128582598642,0.00943960901349783,0.25,1.0,1.0
47,44.46333715140434,0.9949658246263016,3.5274912079330534e-05,0.008472666144371033,0.25,1.0,1.0
48,41.83990720439379,0.9878326586002659,6.515535642392933e-05,0.009027170017361641,0.25,1.0,1.0
49,44.65309162216371,0.9960204452214718,3.413208105484955e-05,0.00940420851111412,0.25,1.0,1.0
50,36.23514085574886,0.9858812570295098,0.00021257982007227838,0.009134737774729729,0.25,1.0,1.0
51,41.280198798289376,0.9896634831117279,7.406255463138223e-05,0.007240841630846262,0.25,1.0,1.0
52,39.54692800277585,0.9900400986735419,8.668272494105622e-05,0.009212705306708813,0.25,1.0,1.0
53,39.81109433260032,0.9859782292808419,0.00010432687849970534,0.00947719719260931,0.25,1.0,1.0
54,38.86538912102554,0.9954008456661728,0.0001297350972890854,0.00937784556299448,0.25,1.0,1.0
55,40.74443401431344,0.993467930685133,8.351860742550343e-05,0.007608470506966114,0.25,1.0,1.0
56,37.818320267016425,0.9777952670374399,0.0001641671551624313,0.009427312761545181,0.25,1.0,1.0
57,38.18277403153584,0.9709448315533814,0.00011392300802981481,0.009981902316212654,0.25,1.0,1.0
58,42.501749597801634,0.9907647332232311,5.619513467536308e-05,0.014423641376197338,0.25,1.0,1.0
59,42.30295713888002,0.9926667355685288,5.8818026445806026e-05,0.009782088920474052,0.25,1.0,1.0
60,39.17858432745192,0.9839616611953613,0.00011434895714046434,0.008590105921030045,0.25,1.0,1.0
61,38.75106731124821,0.9874951668291269,0.0001224007282871753,0.009268715046346188,0.25,1.0,1.0
62,43.077032551521235,0.9918637590788466,4.9164849770022556e-05,0.008971585892140865,0.25,1.0,1.0
63,41.680100601319154,0.9915485930608892,6.73832546453923e-05,0.009257026016712189,0.25,1.0,1.0
64,40.37243844224493,0.9845967706450491,9.171525744022802e-05,0.010488850064575672,0.25,1.0,1.0
65,39.911922008505336,0.9932697839319891,9.999934263760224e-05,0.006990635767579079,0.25,1.0,1.0
