sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,alpha,scaling,clip,lambda_,zeta
0,25.159634509782357,0.8819857143068454,0.002981409430503845,0.023000914603471756,0.35,1.0,1.0,True,100,0.8
1,22.842844289776526,0.8177961495469355,0.0051902285777032375,0.036003921180963516,0.35,1.0,1.0,True,100,0.8
2,28.802018329567694,0.9119121181986812,0.0012282775714993477,0.02088904194533825,0.35,1.0,1.0,True,100,0.8
3,28.78445633121909,0.887914053401458,0.0012215788010507822,0.028235210105776787,0.35,1.0,1.0,True,100,0.8
4,29.402502636330826,0.9494307865268552,0.0011308453977108002,0.022330529987812042,0.35,1.0,1.0,True,100,0.8
5,26.49714822378852,0.8957660030001742,0.002071817871183157,0.025101304054260254,0.35,1.0,1.0,True,100,0.8
6,22.235792356437898,0.8157070022999131,0.004891166929155588,0.03663322702050209,0.35,1.0,1.0,True,100,0.8
7,34.406103498648335,0.9663570020866837,0.00035892357118427753,0.015389983542263508,0.35,1.0,1.0,True,100,0.8
8,24.649579751153418,0.8543812663590399,0.0033988929353654385,0.030408484861254692,0.35,1.0,1.0,True,100,0.8
9,17.7900772676654,0.6655475245411304,0.01640200987458229,0.04570167511701584,0.35,1.0,1.0,True,100,0.8
10,20.819707648528464,0.8710486356584248,0.008182805962860584,0.05530931055545807,0.35,1.0,1.0,True,100,0.8
11,33.061511605119705,0.9341803581537477,0.0004934176104143262,0.023352576419711113,0.35,1.0,1.0,True,100,0.8
12,28.212343849417245,0.9288571759620133,0.0014989929040893912,0.02050664648413658,0.35,1.0,1.0,True,100,0.8
13,26.40107338083191,0.8791240347574308,0.0022834453266113997,0.03010735660791397,0.35,1.0,1.0,True,100,0.8
14,34.57083502544019,0.9513621552625308,0.0003486233181320131,0.027062276378273964,0.35,1.0,1.0,True,100,0.8
15,27.465987389665276,0.9215843092315706,0.0017893454059958458,0.02223391830921173,0.35,1.0,1.0,True,100,0.8
16,37.957700792796125,0.972767597689102,0.00015951470413710922,0.0194720346480608,0.35,1.0,1.0,True,100,0.8
17,34.03422361337802,0.937567824334429,0.00039456557715311646,0.021304959431290627,0.35,1.0,1.0,True,100,0.8
18,28.234852370034016,0.9182917183979681,0.0014489542227238417,0.02407444640994072,0.35,1.0,1.0,True,100,0.8
19,28.259634676203397,0.9222616207440143,0.0014431688468903303,0.02331877127289772,0.35,1.0,1.0,True,100,0.8
20,25.366906135959116,0.7885182257025357,0.0024866079911589622,0.04595878720283508,0.35,1.0,1.0,True,100,0.8
21,38.48679740144193,0.9809615952957526,0.00014152994845062494,0.015295612625777721,0.35,1.0,1.0,True,100,0.8
22,27.075485280586914,0.8913068965277312,0.001923588803038001,0.04509885981678963,0.35,1.0,1.0,True,100,0.8
23,32.7922283580443,0.9234834647707649,0.0005247195367701352,0.025540469214320183,0.35,1.0,1.0,True,100,0.8
24,29.48522812554271,0.9188532532184117,0.0011212138924747705,0.029342524707317352,0.35,1.0,1.0,True,100,0.8
25,32.17276740325564,0.9280552276870537,0.0006034002872183919,0.01941300928592682,0.35,1.0,1.0,True,100,0.8
26,27.525562774110583,0.8626868936808211,0.0014725852524861693,0.028709720820188522,0.35,1.0,1.0,True,100,0.8
27,31.66582820433323,0.9570904097551531,0.0006806112942285836,0.022850314155220985,0.35,1.0,1.0,True,100,0.8
28,25.78760440149589,0.8020475705522048,0.00230150343850255,0.03468460217118263,0.35,1.0,1.0,True,100,0.8
29,31.908627633613303,0.9761926837657627,0.0006435950635932386,0.012269784696400166,0.35,1.0,1.0,True,100,0.8
30,23.076941396919445,0.8988106068727341,0.004916362930089235,0.02135099098086357,0.35,1.0,1.0,True,100,0.8
31,16.248071192451864,0.6595721409918132,0.02349879965186119,0.03926057741045952,0.35,1.0,1.0,True,100,0.8
32,33.243360152353894,0.957961620761022,0.0004733700188808143,0.02122379280626774,0.35,1.0,1.0,True,100,0.8
33,30.922651549524613,0.9691512841958133,0.0008078571408987045,0.015482982620596886,0.35,1.0,1.0,True,100,0.8
34,33.18974919768161,0.9287862634926388,0.00047904919483698905,0.02540879137814045,0.35,1.0,1.0,True,100,0.8
35,23.219975143459784,0.79290920103755,0.00475803529843688,0.037825483828783035,0.35,1.0,1.0,True,100,0.8
36,27.90491492738993,0.9133515974662437,0.0015869437484070659,0.026292994618415833,0.35,1.0,1.0,True,100,0.8
37,25.633796610104078,0.9255546139951092,0.0027211089618504047,0.028489647433161736,0.35,1.0,1.0,True,100,0.8
38,30.981468736545978,0.9040179839905571,0.0007890824927017093,0.024283234030008316,0.35,1.0,1.0,True,100,0.8
39,21.68070057977296,0.8733917414395151,0.006747500039637089,0.026410914957523346,0.35,1.0,1.0,True,100,0.8
40,26.151124697672653,0.8980946823016532,0.0024222051724791527,0.017829574644565582,0.35,1.0,1.0,True,100,0.8
41,33.579502790433516,0.9379525605370017,0.00043607113184407353,0.0257255956530571,0.35,1.0,1.0,True,100,0.8
