sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,alpha,scaling,clip,lambda_,zeta
0,17.120257477677725,0.5721265660064275,0.01898275874555111,0.053502146154642105,0.05,1.0,1.0,False,200,0.8
1,19.31783545218343,0.7273176137561707,0.011686578392982483,0.06571219861507416,0.05,1.0,1.0,False,200,0.8
2,26.081553983900363,0.7921509495626899,0.002297962550073862,0.032134901732206345,0.05,1.0,1.0,False,200,0.8
3,26.672228891407627,0.83619867540128,0.0019867548253387213,0.050548359751701355,0.05,1.0,1.0,False,200,0.8
4,19.415955692806442,0.6624615531710081,0.011273479089140892,0.06526156514883041,0.05,1.0,1.0,False,200,0.8
5,20.145670021445298,0.6852367044177451,0.00894333329051733,0.05064825341105461,0.05,1.0,1.0,False,200,0.8
6,18.675332315657247,0.5738303699376792,0.011103463359177113,0.05452504754066467,0.05,1.0,1.0,False,200,0.8
7,25.7900814734254,0.7791086668302416,0.0026097814552485943,0.040148232132196426,0.05,1.0,1.0,False,200,0.8
8,18.21770772734046,0.6232476518594843,0.014945990405976772,0.05291245877742767,0.05,1.0,1.0,False,200,0.8
9,18.969231709308733,0.7529665735902744,0.012502061203122139,0.05786595866084099,0.05,1.0,1.0,False,200,0.8
10,21.76356440551504,0.8698275394532161,0.0065844058990478516,0.06773485988378525,0.05,1.0,1.0,False,200,0.8
11,29.31716642944761,0.8632888937930281,0.0011685549980029464,0.05891426280140877,0.05,1.0,1.0,False,200,0.8
12,19.38337681227187,0.6957695431553763,0.011447121389210224,0.07903553545475006,0.05,1.0,1.0,False,200,0.8
13,29.559689792743523,0.8887914213004942,0.0011033897753804922,0.06855053454637527,0.05,1.0,1.0,False,200,0.8
14,25.393596015951765,0.855340725230005,0.00288456492125988,0.05115927383303642,0.05,1.0,1.0,False,200,0.8
15,19.205270929121397,0.6524003709601436,0.01198852714151144,0.039134375751018524,0.05,1.0,1.0,False,200,0.8
16,23.630987731339594,0.7941445199005864,0.004319883417338133,0.054235152900218964,0.05,1.0,1.0,False,200,0.8
17,31.704622008799785,0.9067526575989091,0.0006746512954123318,0.05143610015511513,0.05,1.0,1.0,False,200,0.8
18,21.331702255847,0.6737380027209944,0.007101819850504398,0.05669616907835007,0.05,1.0,1.0,False,200,0.8
19,19.363542727102168,0.6540524881065412,0.011192480102181435,0.04549708217382431,0.05,1.0,1.0,False,200,0.8
20,25.84211610325561,0.8365087171332186,0.0022288779728114605,0.06284942477941513,0.05,1.0,1.0,False,200,0.8
21,20.161609050167343,0.689935788341887,0.009624255821108818,0.07085534185171127,0.05,1.0,1.0,False,200,0.8
22,22.670161424593598,0.7868437739593718,0.005304501857608557,0.06423439085483551,0.05,1.0,1.0,False,200,0.8
23,33.77950870325221,0.9259969467168406,0.00041802210034802556,0.04796344414353371,0.05,1.0,1.0,False,200,0.8
24,19.821672680228055,0.6817624446406376,0.010376334190368652,0.07319524139165878,0.05,1.0,1.0,False,200,0.8
25,28.6794949291064,0.8699780678486123,0.0013487540418282151,0.0328712984919548,0.05,1.0,1.0,False,200,0.8
26,24.01113494177872,0.7399534386214685,0.0033076778054237366,0.05584435909986496,0.05,1.0,1.0,False,200,0.8
27,17.732731368873882,0.7123731291084621,0.016834834590554237,0.0637805163860321,0.05,1.0,1.0,False,200,0.8
28,25.636190728278898,0.7595586153313731,0.0023831590078771114,0.05912617966532707,0.05,1.0,1.0,False,200,0.8
29,18.654227017414943,0.6844309960811962,0.013616100884974003,0.07170964777469635,0.05,1.0,1.0,False,200,0.8
30,17.593949320571618,0.6408616576251988,0.017375733703374863,0.05957687646150589,0.05,1.0,1.0,False,200,0.8
31,17.57412636131178,0.7261385671693857,0.017315702512860298,0.05761546641588211,0.05,1.0,1.0,False,200,0.8
32,21.821770799450434,0.7198082352432776,0.006566889118403196,0.07301920652389526,0.05,1.0,1.0,False,200,0.8
33,22.122782133903506,0.7486309093866413,0.0061280387453734875,0.06261438131332397,0.05,1.0,1.0,False,200,0.8
34,28.215380631505965,0.863595581732179,0.0015059722354635596,0.057362448424100876,0.05,1.0,1.0,False,200,0.8
35,24.78008347835332,0.8015166197863087,0.003322131698951125,0.06057912856340408,0.05,1.0,1.0,False,200,0.8
36,22.283204303514303,0.7180537327747101,0.005790720693767071,0.05126543715596199,0.05,1.0,1.0,False,200,0.8
