sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,alpha,scaling,clip,lambda_,lambda_rd,anis_param,zeta
44,27.63936078002437,0.9392963791164205,112.24080657958984,1.2513190507888794,0.38082451883247725,165.58267211914062,259.5212097167969,True,10,0.0001,0.01,0.9
45,31.775203320631334,0.9687975173887208,284.0172119140625,2.081794023513794,0.14230193434778554,660.9796142578125,662.8597412109375,True,10,0.0001,0.0464158883361277,0.9
46,30.760840888893142,0.9626408814615017,79.42094421386719,1.2340266704559326,0.3899072920658218,246.3696746826172,312.39935302734375,True,10,0.0001,0.0004641588833612,0.9
47,25.016220285318735,0.9166890350574103,841.587158203125,2.5146420001983643,0.2666128158554572,410.021240234375,520.5479736328125,True,10,0.0001,0.01,0.9
48,33.67732151907411,0.98325732896264,127.7741470336914,4.059437274932861,0.22937855790865408,546.765869140625,547.16357421875,True,10,0.0001,0.01,0.9
49,25.150110337441305,0.9272908526381441,104.94034576416016,1.7427785396575928,0.25610671794751677,192.17979431152344,185.6696014404297,True,10,0.0001,0.0215443469003188,0.9
50,31.75100380575715,0.937509959900004,561.2216796875,8.184285163879395,0.2158773918927974,1451.9273681640625,969.6150512695312,True,10,0.0001,0.0215443469003188,0.9
51,26.53589256182416,0.9331132130249489,1327.496826171875,3.259425163269043,0.31030246934952693,659.2989501953125,775.357666015625,True,10,0.0001,0.0464158883361277,0.9
52,36.56529865073927,0.9614007734262046,152.03515625,3.201946258544922,0.28783110342929386,942.00732421875,939.5594482421875,True,10,0.0001,0.0021544346900318,0.9
53,25.284240983318597,0.908295325869531,2369.529541015625,3.235757827758789,0.3146220116832172,774.2120971679688,894.9324951171875,True,10,0.0001,0.0464158883361277,0.9
54,23.986443347448564,0.9155462900319851,1428.213623046875,1.9932548999786377,0.3700225434334621,500.0113525390625,598.3020629882812,True,10,0.0001,0.01,0.9
55,34.82854315928207,0.9500281156547237,277.197509765625,6.113633632659912,0.2064542534265427,1133.1842041015625,921.9523315429688,True,10,0.0001,0.0464158883361277,0.9
56,31.63793180244699,0.9548332089917702,5.445517063140869,0.4506585896015167,0.3188830432146878,88.09661865234375,89.40400695800781,True,10,0.0001,0.01,0.9
